accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,acc_magnitude,gyro_magnitude,mean_acceleration,std_acceleration,variance_acceleration,signal_magnitude_area,tilt_angle_x,tilt_angle_y,activity,stability,risk_level,fall_detected,fall_type
0.4787,-0.0028,9.4886,4.0573,3.7691,1.5999,9.5006,5.7643,3.3215,4.3652,19.0549,3.3233,2.8883,-0.0167,Walking,Stable,LOW,0,No Fall
0.0242,-0.0371,9.7873,-0.0894,0.0283,0.1592,9.7874,0.1847,3.2581,4.6169,21.3157,3.2829,0.1416,-0.2171,Sitting,Stable,LOW,0,No Fall
0.0139,0.3224,9.3413,-1.6494,1.4012,0.9058,9.3469,2.3461,3.2259,4.3261,18.715,3.2259,0.0852,1.977,Walking,Stable,LOW,0,No Fall
0.4607,-0.1222,9.3322,0.3333,1.7144,-1.6459,9.3443,2.3999,3.2235,4.326,18.7141,3.305,2.8259,-0.7493,Walking,Stable,LOW,0,No Fall
0.4709,0.1366,8.5849,-1.0322,2.9864,-1.2317,8.5989,3.3914,3.0641,3.9062,15.2582,3.0641,3.139,0.9104,Walking,Stable,LOW,0,No Fall
0.0544,0.099,9.6509,-0.2056,-0.0684,0.1112,9.6515,0.2435,3.2681,4.5133,20.37,3.2681,0.3232,0.588,Sitting,Stable,LOW,0,No Fall
0.7675,-0.1947,9.6317,-8.9596,1.0217,-0.0523,9.6642,9.0178,3.4015,4.4229,19.5621,3.5313,4.5553,-1.1544,Walking,Stable,LOW,0,No Fall
0.018,-0.0045,9.6967,-0.332,0.1502,0.0484,9.6967,0.3676,3.2367,4.5679,20.8657,3.2397,0.1062,-0.0268,Sitting,Stable,LOW,0,No Fall
-0.003,0.0062,9.7531,0.1651,-0.4345,-0.1985,9.7531,0.5054,3.2521,4.5969,21.1314,3.2541,-0.0177,0.0365,Sitting,Stable,LOW,0,No Fall
-0.0872,-0.0788,9.7351,-0.0116,0.6474,0.1432,9.7358,0.6632,3.1897,4.6283,21.4209,3.3003,-0.5132,-0.4636,Standing,Stable,LOW,0,No Fall
0.354,0.1144,9.5417,2.9645,-4.0289,-2.0476,9.549,5.4049,3.3367,4.3887,19.2608,3.3367,2.1244,0.6864,Walking,Stable,LOW,0,No Fall
0.3726,-0.2154,9.0835,3.6267,-5.903,0.1277,9.0937,6.9293,3.0802,4.2517,18.0772,3.2238,2.3481,-1.3574,Walking,Stable,LOW,0,No Fall
0.0734,-0.0353,9.8549,-0.1544,0.0181,0.4155,9.8552,0.4436,3.2977,4.6369,21.5008,3.3212,0.4266,-0.2054,Sitting,Stable,LOW,0,No Fall
4.0862,4.0211,9.2783,-1.2616,1.7096,1.8642,10.9066,2.8265,5.7952,2.4631,6.0667,5.7952,22.003,21.6348,Walking,Unstable,MEDIUM,0,No Fall
-0.0515,0.0425,9.847,-0.1411,-0.0934,-0.1118,9.8472,0.2028,3.2793,4.6442,21.5687,3.3137,-0.2998,0.2473,Sitting,Stable,LOW,0,No Fall
0.52,0.6074,8.8638,1.1399,1.5077,-1.0619,8.8998,2.168,3.3304,3.9129,15.3104,3.3304,3.3498,3.9137,Walking,Stable,LOW,0,No Fall
-0.1218,0.0556,9.6342,-0.03,-0.4625,0.3351,9.6351,0.5719,3.1894,4.5577,20.7731,3.2705,-0.7241,0.3309,Standing,Stable,LOW,0,No Fall
-0.1051,0.1673,9.7836,0.1885,-0.0728,-0.0617,9.7856,0.2113,3.2819,4.5987,21.1485,3.352,-0.6154,0.9793,Standing,Stable,LOW,0,No Fall
0.1767,0.0198,9.7902,0.5569,-0.3357,0.1109,9.7918,0.6596,3.3289,4.5693,20.8783,3.3289,1.0343,0.1158,Standing,Stable,LOW,0,No Fall
0.0584,0.0275,9.7609,0.4386,-0.4663,-0.2743,9.7611,0.6964,3.2823,4.5811,20.9863,3.2823,0.343,0.1614,Standing,Stable,LOW,0,No Fall
0.0043,-0.0097,9.844,0.0294,-0.2405,-0.4245,9.844,0.4888,3.2795,4.6418,21.5461,3.286,0.0248,-0.0566,Sitting,Stable,LOW,0,No Fall
0.0232,-0.0421,9.86,-0.1454,0.2043,0.1699,9.8601,0.3029,3.2804,4.6526,21.6464,3.3084,0.1347,-0.2444,Sitting,Stable,LOW,0,No Fall
1.1764,0.2269,8.9937,0.451,-1.6018,-2.7296,9.0731,3.1969,3.4656,3.9281,15.4297,3.4656,7.45,1.4328,Walking,Stable,LOW,0,No Fall
-0.0161,0.027,9.7918,-0.1214,-0.0792,0.2435,9.7919,0.2834,3.2676,4.6134,21.2831,3.2783,-0.094,0.1579,Sitting,Stable,LOW,0,No Fall
0.1133,0.0684,9.8584,0.1262,-0.1807,-0.1957,9.8592,0.2947,3.3467,4.6045,21.2014,3.3467,0.6582,0.3973,Sitting,Stable,LOW,0,No Fall
0.1442,0.0759,9.582,-1.6851,-0.6156,-2.0571,9.5834,2.7295,3.2674,4.4652,19.938,3.2674,0.8624,0.4536,Walking,Stable,LOW,0,No Fall
1.7325,-0.3083,9.499,2.0323,7.412,-1.0598,9.6606,7.7583,3.6411,4.2251,17.8516,3.8466,10.3314,-1.8287,Walking,Unstable,MEDIUM,0,No Fall
0.9623,1.9929,9.77,-1.0193,-2.6282,2.4278,10.0175,3.7203,4.2417,3.9316,15.4576,4.2417,5.5126,11.4752,Standing,Unstable,HIGH,0,No Fall
0.0817,0.2184,9.3711,-5.8308,-2.7093,-0.774,9.374,6.4759,3.2238,4.3472,18.8981,3.2238,0.4996,1.3353,Walking,Stable,LOW,0,No Fall
-0.0333,-0.0349,9.6836,-0.2329,-0.0887,-0.201,9.6837,0.3202,3.2051,4.581,20.9852,3.2506,-0.197,-0.2064,Standing,Stable,LOW,0,No Fall
-0.0333,0.0043,9.7553,-0.0078,-0.2622,-0.2794,9.7554,0.3832,3.2421,4.6056,21.2111,3.2643,-0.1957,0.0252,Sitting,Stable,LOW,0,No Fall
0.3625,0.1069,9.3426,3.8403,-0.7109,-0.9978,9.3502,4.031,3.2707,4.2948,18.445,3.2707,2.2221,0.6551,Walking,Stable,LOW,0,No Fall
-0.024,0.0171,9.9127,0.0534,0.0254,0.0139,9.9127,0.0608,3.3019,4.6745,21.8512,3.3179,-0.1387,0.0988,Sitting,Stable,LOW,0,No Fall
-0.0644,-0.0722,9.8231,0.3882,0.1768,-0.0425,9.8236,0.4286,3.2288,4.6629,21.7423,3.3199,-0.3758,-0.4213,Sitting,Stable,LOW,0,No Fall
0.018,-0.0066,9.8421,0.057,-0.0075,-0.0219,9.8421,0.0616,3.2845,4.6369,21.5009,3.2889,0.1049,-0.0384,Sitting,Stable,LOW,0,No Fall
0.0023,0.0906,9.8052,-0.1962,-0.2313,-0.1822,9.8056,0.3539,3.2994,4.6004,21.1641,3.2994,0.0137,0.5296,Sitting,Stable,LOW,0,No Fall
-0.0345,-0.2925,9.6977,0.2064,0.2113,0.103,9.7022,0.3128,3.1235,4.6498,21.6208,3.3416,-0.204,-1.7278,Standing,Stable,LOW,0,No Fall
-0.0976,0.0002,9.7079,0.6423,0.2025,-0.043,9.7084,0.6748,3.2035,4.5995,21.1551,3.2685,-0.576,0.0011,Standing,Stable,LOW,0,No Fall
-0.1415,0.1056,9.8303,-0.1912,-0.3862,0.1532,9.8319,0.4574,3.2648,4.6436,21.563,3.3591,-0.8247,0.6153,Standing,Stable,LOW,0,No Fall
0.0236,0.044,9.781,0.0919,0.0006,-0.1303,9.7811,0.1595,3.2828,4.5949,21.1131,3.2828,0.138,0.2575,Sitting,Stable,LOW,0,No Fall
-0.0273,0.062,9.7481,0.3018,0.0263,-0.3491,9.7483,0.4622,3.2609,4.5873,21.043,3.2791,-0.1606,0.3645,Sitting,Stable,LOW,0,No Fall
0.1334,0.1231,9.82,-0.4422,-0.2504,0.0622,9.8216,0.512,3.3588,4.5687,20.8733,3.3588,0.778,0.7179,Standing,Stable,LOW,0,No Fall
0.8389,0.2609,9.8286,-7.9142,-3.124,-2.2096,9.8678,8.7907,3.6428,4.3804,19.1877,3.6428,4.8768,1.5152,Walking,Stable,LOW,0,No Fall
-0.1447,-0.0944,9.7882,-0.9622,-0.2917,0.1917,9.7897,1.0235,3.183,4.6706,21.8143,3.3424,-0.8471,-0.5524,Standing,Stable,LOW,0,No Fall
0.2178,0.1679,9.1128,1.5868,-1.0625,0.9324,9.117,2.1251,3.1662,4.205,17.6817,3.1662,1.3691,1.0553,Walking,Stable,LOW,0,No Fall
0.7964,0.1299,9.3322,-0.8179,-4.4249,0.4058,9.367,4.5182,3.4195,4.1897,17.5538,3.4195,4.8774,0.7948,Walking,Stable,LOW,0,No Fall
0.9579,-0.1443,9.5742,-0.4655,4.263,-1.4183,9.6231,4.5168,3.4626,4.3449,18.8785,3.5588,5.7128,-0.8594,Walking,Stable,LOW,0,No Fall
-0.0273,-0.0137,9.6276,-0.3241,0.1516,-0.1333,9.6276,0.3818,3.1955,4.5481,20.6855,3.2228,-0.1622,-0.0815,Sitting,Stable,LOW,0,No Fall
0.0538,-0.1196,9.9243,-0.3305,-0.231,-0.2325,9.9252,0.4654,3.2862,4.6944,22.0377,3.3659,0.3107,-0.6907,Standing,Stable,LOW,0,No Fall
-0.0097,0.0358,9.7058,-0.9928,1.0159,0.048,9.7059,1.4213,3.244,4.5693,20.8781,3.2505,-0.0575,0.2115,Standing,Stable,LOW,0,No Fall
0.1504,-0.1906,9.7126,6.1973,-5.0381,-0.1308,9.7156,7.9879,3.2241,4.5901,21.0693,3.3512,0.8872,-1.124,Walking,Stable,LOW,0,No Fall
0.3749,-0.1421,8.7571,6.855,5.4102,-1.4439,8.7663,8.8513,2.9966,4.0787,16.636,3.0914,2.4511,-0.929,Walking,Stable,LOW,0,No Fall
-0.0852,-0.0102,9.7943,-0.17,-0.1069,-0.1453,9.7946,0.2478,3.2329,4.6396,21.5263,3.2966,-0.4982,-0.0599,Sitting,Stable,LOW,0,No Fall
-0.2881,-6.5695,2.8772,0.5028,-8.3918,5.0919,7.1777,9.8286,-1.3268,3.9259,15.413,3.2449,-2.3001,-66.2428,Standing,Unstable,CRITICAL,1,Side Fall Left
-0.0457,0.0432,9.6747,0.0733,-0.0645,-0.0881,9.6749,0.1315,3.2241,4.5614,20.8066,3.2545,-0.2704,0.256,Standing,Stable,LOW,0,No Fall
0.1887,-0.3917,9.4766,3.7173,-5.8939,0.1641,9.4866,6.9702,3.0912,4.5214,20.443,3.3524,1.1397,-2.3666,Walking,Stable,LOW,0,No Fall
0.4992,0.2358,9.5328,-2.4322,-5.6578,0.1743,9.5488,6.1609,3.4226,4.3219,18.679,3.4226,2.9969,1.415,Walking,Stable,LOW,0,No Fall
-0.0316,-0.0196,9.8834,0.0173,0.3314,0.2736,9.8835,0.4301,3.2774,4.6712,21.8197,3.3115,-0.1832,-0.1134,Sitting,Stable,LOW,0,No Fall
-2.7067,-0.1454,8.9971,-0.3103,-1.5829,-0.9383,9.3966,1.8661,2.0483,5.0236,25.2362,3.9497,-16.7417,-0.8866,Standing,Unstable,HIGH,0,No Fall
-6.5466,0.2412,1.2101,5.2596,3.9926,-9.179,6.6618,11.3075,-1.6984,3.4509,11.9086,2.6659,-79.326,2.0746,Walking,Unstable,CRITICAL,1,Backward Fall
-0.2664,0.0381,9.4882,0.6239,0.0342,-0.0439,9.492,0.6264,3.0866,4.5283,20.5056,3.2642,-1.6081,0.2297,Standing,Stable,LOW,0,No Fall
0.3022,0.0763,9.5117,-10.3808,1.7826,1.3562,9.5168,10.6197,3.2967,4.3956,19.3214,3.2967,1.8197,0.4592,Walking,Stable,LOW,0,No Fall
3.5229,-0.1581,8.9338,-4.4229,-11.9924,1.4918,9.6046,12.8688,4.0995,3.7341,13.9432,4.2049,21.5181,-0.9432,Walking,Unstable,MEDIUM,0,No Fall
-0.016,-0.0188,9.7622,0.0304,-0.9876,0.2721,9.7622,1.0248,3.2424,4.6101,21.2534,3.2657,-0.094,-0.1104,Standing,Stable,LOW,0,No Fall
0.2761,0.1863,8.8162,-3.2145,-5.1,0.3498,8.8225,6.0386,3.0929,4.0472,16.3796,3.0929,1.7936,1.21,Walking,Stable,LOW,0,No Fall
-0.0089,-0.0492,9.6319,0.9367,0.0182,0.471,9.632,1.0486,3.1912,4.5542,20.7411,3.23,-0.0529,-0.2929,Standing,Stable,LOW,0,No Fall
0.0002,0.1447,9.9876,-0.3114,-0.4887,-0.0271,9.9886,0.5802,3.3775,4.6744,21.8499,3.3775,0.0012,0.8303,Standing,Stable,LOW,0,No Fall
0.3499,1.6592,9.6779,4.9174,3.1102,3.3802,9.8254,6.729,3.8957,4.1234,17.0028,3.8957,2.0411,9.722,Standing,Unstable,HIGH,0,No Fall
0.106,-0.016,9.9332,-0.2085,0.2849,0.1776,9.9337,0.3952,3.3411,4.6616,21.7304,3.3517,0.6116,-0.0925,Standing,Stable,LOW,0,No Fall
-0.0223,-0.0423,9.7922,-0.0509,-0.0899,0.1258,9.7923,0.1628,3.2425,4.6313,21.4492,3.2856,-0.1303,-0.2476,Sitting,Stable,LOW,0,No Fall
0.4609,0.2716,9.1135,-4.9499,-1.1789,1.529,9.1292,5.3132,3.282,4.1242,17.0091,3.282,2.8939,1.7048,Walking,Stable,LOW,0,No Fall
0.1434,0.0516,8.8572,5.1725,-0.4216,-4.7083,8.8585,7.0072,3.0174,4.1296,17.0533,3.0174,0.9272,0.3336,Walking,Stable,LOW,0,No Fall
0.1219,-0.0911,9.8049,-0.4443,-0.12,0.241,9.806,0.5195,3.2786,4.6156,21.3038,3.3393,0.7125,-0.5323,Standing,Stable,LOW,0,No Fall
-0.0062,-0.0823,9.7431,-0.0137,0.4024,0.0742,9.7434,0.4095,3.2182,4.6139,21.288,3.2772,-0.0365,-0.4841,Sitting,Stable,LOW,0,No Fall
0.7057,0.2822,9.3576,-4.4292,0.9158,3.6444,9.3884,5.8084,3.4485,4.1819,17.4884,3.4485,4.3111,1.7226,Walking,Stable,LOW,0,No Fall
-0.0687,-0.1551,9.7013,0.1306,-0.2826,0.3006,9.7028,0.4328,3.1592,4.6261,21.401,3.3084,-0.4054,-0.9157,Standing,Stable,LOW,0,No Fall
-6.7562,-0.1504,2.0817,-6.5862,13.519,4.3481,7.0713,15.654,-1.6083,3.7525,14.0811,2.9961,-72.833,-1.2184,Walking,Unstable,CRITICAL,1,Backward Fall
0.0785,0.0306,9.785,-0.09,0.7034,-0.3997,9.7853,0.8141,3.298,4.587,21.0406,3.298,0.4596,0.1793,Standing,Stable,LOW,0,No Fall
0.1713,-0.0033,10.0989,-0.3795,0.0463,0.2446,10.1004,0.4539,3.4223,4.7216,22.2936,3.4245,0.972,-0.0186,Standing,Stable,LOW,0,No Fall
-0.0364,0.0698,9.7218,-0.1669,0.1152,0.016,9.7221,0.2034,3.2517,4.5753,20.933,3.276,-0.2146,0.4111,Sitting,Stable,LOW,0,No Fall
0.2174,-0.1763,10.1399,-0.3014,0.3683,0.2208,10.1438,0.5246,3.3937,4.7731,22.782,3.5112,1.2278,-0.996,Walking,Stable,LOW,0,No Fall
-0.0628,-0.0637,9.8062,-1.2728,-1.053,0.2522,9.8066,1.671,3.2266,4.6525,21.6457,3.3109,-0.367,-0.3719,Standing,Stable,LOW,0,No Fall
0.0661,-0.08,9.9337,0.8128,-0.8113,0.1019,9.9343,1.1529,3.3066,4.6864,21.9628,3.3599,0.3814,-0.4613,Standing,Stable,LOW,0,No Fall
-0.1322,0.0361,9.6895,0.6623,0.1111,0.6366,9.6905,0.9253,3.1978,4.5908,21.0757,3.2859,-0.7817,0.2137,Standing,Stable,LOW,0,No Fall
0.1074,-0.016,9.9738,-0.0713,0.9465,-0.2477,9.9744,0.9809,3.3551,4.6804,21.9064,3.3658,0.6172,-0.0921,Standing,Stable,LOW,0,No Fall
-0.0139,0.0364,9.7342,-0.1157,-0.2764,0.2335,9.7343,0.3799,3.2522,4.5835,21.0086,3.2615,-0.0819,0.214,Sitting,Stable,LOW,0,No Fall
0.0124,-0.0105,9.7657,0.1353,0.0892,0.0906,9.7657,0.1856,3.2559,4.6032,21.1892,3.2629,0.0725,-0.0617,Sitting,Stable,LOW,0,No Fall
-0.1123,-0.064,9.9084,0.0462,-0.121,0.1766,9.9092,0.219,3.244,4.7125,22.2072,3.3616,-0.6492,-0.3701,Sitting,Stable,LOW,0,No Fall
-0.0144,-0.0591,9.6916,0.0411,0.1598,-0.2647,9.6918,0.3119,3.206,4.586,21.0315,3.255,-0.0849,-0.3496,Sitting,Stable,LOW,0,No Fall
-0.0712,0.1024,9.7421,-0.0859,0.2373,0.3578,9.7429,0.4379,3.2578,4.5856,21.0282,3.3052,-0.4187,0.6025,Standing,Stable,LOW,0,No Fall
0.4405,-0.2482,9.9496,-10.2474,1.0583,2.294,9.9624,10.5542,3.3806,4.6534,21.6545,3.5461,2.5343,-1.4276,Walking,Stable,LOW,0,No Fall
0.0399,-0.0868,9.7175,0.6857,0.0468,0.0783,9.718,0.6918,3.2235,4.5922,21.0884,3.2814,0.2352,-0.5116,Standing,Stable,LOW,0,No Fall
-0.0533,0.0422,9.8746,-0.0125,-0.1396,-0.3492,9.8748,0.3763,3.2879,4.6577,21.6941,3.3234,-0.3091,0.2451,Sitting,Stable,LOW,0,No Fall
-0.0204,0.0118,9.7489,0.0089,-0.2297,0.0955,9.7489,0.2489,3.2468,4.5977,21.1391,3.2604,-0.1202,0.0696,Sitting,Stable,LOW,0,No Fall
-0.1007,-0.0414,9.9574,-0.9582,1.6488,-0.1489,9.958,1.9128,3.2718,4.7275,22.3492,3.3665,-0.5793,-0.2381,Standing,Stable,LOW,0,No Fall
0.0056,-0.0997,9.7206,0.4072,-0.7878,0.1966,9.7211,0.9083,3.2088,4.6047,21.2034,3.2753,0.0329,-0.5878,Standing,Stable,LOW,0,No Fall
0.1531,-0.1281,9.7513,0.5364,-1.7678,-0.275,9.7533,1.8677,3.2588,4.5923,21.0893,3.3442,0.8996,-0.7523,Standing,Stable,LOW,0,No Fall
-0.0173,-0.0029,9.9439,0.0284,0.2685,-0.1441,9.9439,0.306,3.3079,4.6924,22.0183,3.3214,-0.0996,-0.0164,Sitting,Stable,LOW,0,No Fall
-0.0601,-6.009,2.1755,-6.0264,-2.6027,-3.7255,6.391,7.5479,-1.2979,3.454,11.9304,2.7482,-0.5391,-70.0909,Walking,Unstable,CRITICAL,1,Side Fall Left
-0.2558,0.1403,9.8916,0.0963,0.5024,-0.407,9.8959,0.6537,3.2587,4.6929,22.0237,3.4292,-1.4811,0.8121,Standing,Stable,LOW,0,No Fall
0.0433,0.0141,9.8432,0.5614,-1.4244,-0.3604,9.8433,1.5729,3.3002,4.6266,21.4054,3.3002,0.2519,0.0822,Standing,Stable,LOW,0,No Fall
0.5521,0.7584,9.1174,1.8281,3.3259,2.9294,9.1655,4.7943,3.476,3.99,15.92,3.476,3.4533,4.7463,Walking,Stable,LOW,0,No Fall
0.0958,-0.027,9.7217,0.061,0.3274,-0.1277,9.7222,0.3567,3.2635,4.5669,20.8566,3.2815,0.5647,-0.1593,Sitting,Stable,LOW,0,No Fall
0.8305,0.0289,9.8838,1.8507,0.0567,1.8049,9.9187,2.5857,3.5811,4.4687,19.9694,3.5811,4.8033,0.1669,Walking,Stable,LOW,0,No Fall
0.0295,0.09,9.8053,0.311,0.1677,0.1718,9.8058,0.3928,3.3083,4.5942,21.1065,3.3083,0.1724,0.526,Sitting,Stable,LOW,0,No Fall
0.0062,0.0204,9.8024,0.744,1.1752,0.1979,9.8024,1.4049,3.2763,4.6146,21.2946,3.2763,0.0365,0.119,Standing,Stable,LOW,0,No Fall
0.0584,-0.0739,9.0142,-1.2844,3.5144,-0.4462,9.0147,3.7683,2.9996,4.2534,18.091,3.0489,0.3712,-0.4699,Walking,Stable,LOW,0,No Fall
0.42,-0.1792,8.9211,4.5726,-2.2228,-1.3709,8.9328,5.2658,3.054,4.1559,17.2714,3.1734,2.695,-1.1493,Walking,Stable,LOW,0,No Fall
0.0543,-0.0364,9.8421,-1.1857,0.1023,-0.1227,9.8423,1.1964,3.2866,4.6356,21.4884,3.3109,0.3159,-0.2121,Standing,Stable,LOW,0,No Fall
-0.0859,-0.1214,9.8417,0.2611,0.1031,0.1129,9.8428,0.3026,3.2114,4.6883,21.9803,3.3497,-0.5003,-0.707,Standing,Stable,LOW,0,No Fall
0.0667,0.0274,9.7882,-0.4455,0.2032,-0.1147,9.7885,0.5029,3.2941,4.5921,21.0871,3.2941,0.3903,0.1603,Standing,Stable,LOW,0,No Fall
-0.2523,-0.5141,9.2366,-0.7689,-0.3892,-3.2298,9.2543,3.3428,2.8234,4.536,20.5757,3.3343,-1.5621,-3.1844,Standing,Unstable,HIGH,0,No Fall
-1.8565,0.5605,8.9919,-4.981,3.6379,5.3564,9.1986,8.1692,2.5653,4.6502,21.6244,3.803,-11.6439,3.4933,Walking,Unstable,MEDIUM,0,No Fall
0.1249,-0.2192,10.0271,0.0482,0.4545,-0.5106,10.0303,0.6853,3.3109,4.7512,22.5735,3.4571,0.7134,-1.2525,Standing,Stable,LOW,0,No Fall
-0.1057,-0.2331,9.6571,-0.4986,-0.8602,0.4465,9.6605,1.0899,3.1061,4.6325,21.4602,3.3319,-0.6267,-1.3824,Standing,Stable,LOW,0,No Fall
0.0404,0.0466,9.8112,0.1967,0.1375,-0.0834,9.8114,0.2541,3.2994,4.6045,21.2017,3.2994,0.2358,0.2723,Sitting,Stable,LOW,0,No Fall
-0.0541,0.0272,9.8841,0.0797,-0.3584,0.4917,9.8843,0.6137,3.2857,4.6659,21.7704,3.3218,-0.3136,0.1576,Sitting,Stable,LOW,0,No Fall
0.7082,0.0402,9.7182,7.3928,-4.9471,2.186,9.744,9.16,3.4889,4.4132,19.4765,3.4889,4.1682,0.2364,Walking,Stable,LOW,0,No Fall
-0.0451,-0.062,9.6054,-0.0923,-0.2809,0.0194,9.6057,0.2963,3.1661,4.5533,20.7322,3.2375,-0.2688,-0.3696,Sitting,Stable,LOW,0,No Fall
-0.0191,-0.1079,9.8712,-0.3681,-0.1853,-0.109,9.8718,0.4263,3.2481,4.6834,21.9344,3.3327,-0.111,-0.626,Sitting,Stable,LOW,0,No Fall
0.5069,0.5828,9.6218,0.9641,-2.0151,0.6065,9.6527,2.3148,3.5705,4.279,18.3102,3.5705,3.01,3.4612,Walking,Stable,LOW,0,No Fall
-0.0258,-0.0256,9.8033,-0.2693,0.3571,0.0322,9.8034,0.4484,3.2506,4.6334,21.4688,3.2849,-0.151,-0.1494,Sitting,Stable,LOW,0,No Fall
0.0135,-0.0331,9.9667,-0.0401,0.277,-0.1317,9.9668,0.3093,3.3157,4.703,22.1185,3.3378,0.0777,-0.1905,Sitting,Stable,LOW,0,No Fall
0.1606,0.0179,9.4697,5.7202,5.4358,-0.7915,9.4711,7.9307,3.2161,4.4224,19.5576,3.2161,0.9713,0.1082,Walking,Stable,LOW,0,No Fall
-0.05,0.418,9.1979,0.3407,4.9049,0.8905,9.2076,4.9967,3.1887,4.2535,18.0922,3.222,-0.3111,2.6022,Walking,Stable,LOW,0,No Fall
0.3608,-0.1557,9.4808,-1.0126,9.1865,-1.6106,9.4889,9.3815,3.2286,4.426,19.5891,3.3324,2.1792,-0.9401,Walking,Stable,LOW,0,No Fall
0.0315,-0.013,9.8746,-0.2816,0.0797,-0.1704,9.8747,0.3386,3.2977,4.6506,21.6283,3.3064,0.183,-0.0756,Sitting,Stable,LOW,0,No Fall
-0.0229,-0.0163,9.9126,-0.0873,0.0794,0.1412,9.9126,0.184,3.2911,4.6821,21.9217,3.3173,-0.1321,-0.0945,Sitting,Stable,LOW,0,No Fall
-0.4755,-0.783,9.4259,-3.795,2.7012,0.5026,9.4703,4.6852,2.7225,4.7417,22.4839,3.5615,-2.8777,-4.7428,Standing,Unstable,HIGH,0,No Fall
0.0083,-0.0287,9.8979,-0.5504,0.439,0.228,9.8979,0.74,3.2925,4.6708,21.8159,3.3116,0.0479,-0.1662,Standing,Stable,LOW,0,No Fall
0.1366,0.0401,9.7882,0.5149,-0.2948,-0.0984,9.7892,0.6014,3.3216,4.5727,20.9097,3.3216,0.7997,0.2345,Standing,Stable,LOW,0,No Fall
0.1777,0.2177,9.3601,4.3493,2.68,-0.1529,9.3644,5.111,3.2518,4.3192,18.6559,3.2518,1.0874,1.3319,Walking,Stable,LOW,0,No Fall
0.0118,0.0494,9.9491,-0.0405,0.3444,-0.2718,9.9492,0.4406,3.3368,4.6757,21.8617,3.3368,0.0677,0.2848,Sitting,Stable,LOW,0,No Fall
-0.0706,-0.0356,9.8522,0.0453,-0.0825,-0.0887,9.8525,0.1293,3.2487,4.6694,21.8033,3.3194,-0.4104,-0.2068,Sitting,Stable,LOW,0,No Fall
-0.0983,0.1011,9.5348,0.5252,0.5864,-0.2797,9.5358,0.8354,3.1792,4.4948,20.2034,3.2447,-0.5905,0.6072,Standing,Stable,LOW,0,No Fall
0.1004,0.2092,9.263,3.1522,6.5187,-2.0122,9.2659,7.5152,3.1909,4.2939,18.4375,3.1909,0.6208,1.2937,Walking,Stable,LOW,0,No Fall
-0.198,0.3511,9.6227,2.244,-6.3897,1.4878,9.6311,6.9338,3.2586,4.5057,20.301,3.3906,-1.1781,2.0892,Walking,Stable,LOW,0,No Fall
0.0725,-0.0145,9.8611,0.2578,-0.2512,-0.0817,9.8614,0.3691,3.3064,4.6351,21.4838,3.3161,0.4213,-0.0844,Sitting,Stable,LOW,0,No Fall
-3.0279,-0.765,9.6178,6.3825,0.2542,1.2095,10.1121,6.501,1.9416,5.5059,30.315,4.4702,-17.4235,-4.3384,Standing,Unstable,HIGH,0,No Fall
0.3708,0.3258,9.9988,2.6887,-0.4136,0.8682,10.011,2.8555,3.5651,4.5493,20.6964,3.5651,2.1228,1.865,Walking,Stable,LOW,0,No Fall
1.2008,0.5555,9.8677,3.5007,-2.4928,3.5112,9.956,5.5496,3.8747,4.2459,18.0279,3.8747,6.9273,3.1983,Standing,Unstable,HIGH,0,No Fall
-0.0897,-5.9805,1.8759,-14.8668,17.5734,1.3485,6.2684,23.0578,-1.3981,3.3381,11.1431,2.6487,-0.8196,-72.5663,Standing,Unstable,CRITICAL,1,Side Fall Left
0.5945,0.2536,9.5597,6.1398,9.0232,3.7445,9.5815,11.5384,3.4693,4.3088,18.5658,3.4693,3.5575,1.5168,Walking,Stable,LOW,0,No Fall
-0.0547,0.1338,9.7517,-0.1942,-0.2881,-0.0967,9.7528,0.3607,3.2769,4.579,20.9675,3.3134,-0.3214,0.7858,Standing,Stable,LOW,0,No Fall
0.4658,0.0651,9.332,0.8174,-6.5496,-3.4594,9.3439,7.452,3.2876,4.2772,18.2942,3.2876,2.8572,0.3991,Walking,Stable,LOW,0,No Fall
-0.0847,0.339,9.5406,-3.8339,1.7842,-1.8735,9.547,4.6252,3.265,4.4409,19.7217,3.3214,-0.5082,2.0348,Walking,Stable,LOW,0,No Fall
-0.0758,0.0028,9.8054,0.029,0.163,0.2026,9.8057,0.2617,3.2441,4.6396,21.5263,3.2947,-0.443,0.0164,Sitting,Stable,LOW,0,No Fall
0.5032,0.3396,9.323,-6.0351,-0.7251,-0.0863,9.3427,6.0791,3.3886,4.1968,17.613,3.3886,3.0875,2.0832,Walking,Stable,LOW,0,No Fall
0.0624,0.3886,9.1758,-2.9673,0.5272,0.3778,9.1842,3.0373,3.2089,4.2213,17.8195,3.2089,0.3892,2.425,Walking,Stable,LOW,0,No Fall
-0.0041,-0.0573,9.7923,-0.2594,-0.0001,0.244,9.7925,0.3561,3.2436,4.6307,21.4433,3.2846,-0.0242,-0.3353,Sitting,Stable,LOW,0,No Fall
0.7152,-0.2839,9.5362,4.1008,-2.0891,-1.2765,9.5672,4.7761,3.3225,4.4126,19.4714,3.5118,4.2872,-1.7004,Walking,Stable,LOW,0,No Fall
